theta,R,Dstar,size,members
0.524,0.289,0.389,1,A018275
0.524,0.342,0.333,1,A010384
0.524,0.354,0.31,1,A007639
0.524,0.388,0.323,1,A020230
0.524,0.394,0.554,1,A038139
0.524,0.409,0.369,1,A020263
0.524,0.457,0.418,1,A008457
0.524,0.478,0.418,2,A001281|A006370
0.524,0.577,0.667,2,A010364|A054536
0.524,0.693,0.667,1,A021619
0.524,0.846,0.703,1,A054008
0.524,0.98,0.904,1,A012898
0.525,0.005,0.049,1,A044804
0.525,0.03,0.033,1,A032685
0.525,0.031,0.023,1,A050707
0.525,0.087,0.15,1,A030475
0.525,0.142,0.128,1,A025053
0.525,0.183,0.256,1,A021472
0.525,0.243,0.188,1,A048297
0.525,0.281,0.259,1,A020290
0.525,0.327,0.263,1,A030464
0.525,0.373,0.319,1,A020198
0.525,0.423,0.393,1,A023024
0.525,0.782,0.702,1,A057702
0.525,0.784,0.632,1,A036012
0.525,0.813,0.736,1,A047935
0.525,0.848,0.678,1,A038829
0.526,0.031,0.077,1,A050002
0.526,0.04,0.047,1,A043888
0.526,0.132,0.126,1,A023804
0.526,0.236,0.379,1,A053613
0.526,0.316,0.288,1,A035253
0.526,0.363,0.332,1,A025069
0.526,0.374,0.314,1,A001262
0.526,0.41,0.362,1,A029002
0.526,0.518,0.259,1,A020342
0.526,0.62,0.548,1,A046926
0.526,0.625,0.548,1,A002126
0.526,0.664,0.57,1,A050810
0.526,0.755,0.638,1,A038581
0.527,0.015,0.041,1,A036993
0.527,0.125,0.131,1,A031320
0.527,0.143,0.1,1,A039252
0.527,0.169,0.134,1,A023252
0.527,0.178,0.36,1,A045777
0.527,0.224,0.204,1,A003395
0.527,0.342,0.301,1,A020275
0.527,0.346,0.297,1,A020172
0.527,0.353,0.296,1,A051676
0.527,0.384,0.32,1,A020201
0.527,0.39,0.35,1,A024918
0.527,0.408,0.359,1,A029039
0.527,0.413,0.359,1,A005988
0.527,0.462,0.401,1,A050116
0.527,0.531,0.441,1,A023183
0.527,0.696,0.669,1,A027894
0.528,0.013,0.015,1,A026425
0.528,0.05,0.158,1,A021371
0.528,0.051,0.078,1,A007094
0.528,0.158,0.153,1,A032520
0.528,0.199,0.156,1,A039586
0.528,0.233,0.177,1,A031190
0.528,0.269,0.218,1,A046350
0.528,0.319,0.28,1,A007087
0.528,0.347,0.3,1,A033106
0.528,0.363,0.309,2,A023194|A023195
0.528,0.373,0.314,1,A001567
0.528,0.38,0.339,1,A030792
0.528,0.406,0.397,1,A048415
0.528,0.429,0.389,1,A025432
0.528,0.479,0.418,1,A054786
0.528,0.524,0.444,1,A051987
0.528,0.537,0.583,1,A018469
0.528,0.608,0.656,1,A035148
0.528,0.672,0.613,1,A004021
0.528,0.673,0.633,1,A010147
0.528,0.768,0.771,1,A040345
0.529,0.049,0.051,1,A019405
0.529,0.139,0.106,1,A044082
0.529,0.265,0.214,1,A054799
0.529,0.345,0.318,1,A014146
0.529,0.349,0.37,1,A055111
0.529,0.359,0.327,1,A024531
0.529,0.369,0.311,1,A006971
0.529,0.4,0.452,1,A008369
0.529,0.49,0.495,1,A018699
0.529,0.587,0.509,1,A018534
0.529,0.666,0.649,1,A056966
0.529,0.709,0.616,1,A046600
0.53,0.218,0.169,1,A031049
0.53,0.235,0.233,1,A030771
0.53,0.352,0.306,1,A010339
0.53,0.358,0.313,1,A024624
0.53,0.368,0.378,1,A059359
0.53,0.504,0.625,1,A044940
0.53,0.612,0.62,1,A056664
0.531,0.009,0.009,1,A006991
0.531,0.23,0.179,1,A010414
0.531,0.253,0.277,1,A055018
0.531,0.357,0.302,1,A025212
0.531,0.367,0.333,1,A023606
0.531,0.395,0.377,1,A032601
0.531,0.445,0.376,1,A053058
0.531,0.464,0.419,1,A008430
0.531,0.486,0.49,1,A058243
0.531,0.487,0.316,1,A035139
0.531,0.626,0.633,1,A010361
0.531,0.672,0.604,1,A031275
0.531,0.784,0.637,1,A028833
0.531,0.795,0.646,1,A032660
0.532,0.03,0.044,1,A019343
0.532,0.073,0.244,1,A021686
0.532,0.242,0.233,1,A045845
0.532,0.314,0.276,1,A020176
0.532,0.324,0.297,1,A055808
0.532,0.337,0.307,1,A004979
0.532,0.351,0.395,1,A008905
0.532,0.357,0.301,1,A022094
0.532,0.359,0.308,1,A030633
0.532,0.383,0.32,1,A020235
0.532,0.399,0.33,1,A020227
0.532,0.422,0.318,1,A050702
0.532,0.438,0.416,1,A014671
0.532,0.451,0.412,1,A045850
0.532,0.614,0.535,1,A029566
0.532,0.645,0.537,1,A049102
0.533,0.04,0.051,1,A028261
0.533,0.047,0.205,1,A021157
0.533,0.05,0.044,1,A024908
0.533,0.054,0.064,1,A050126
0.533,0.099,0.098,1,A015916
0.533,0.127,0.085,1,A039149
0.533,0.172,0.23,1,A021462
0.533,0.328,0.278,1,A024927
0.533,0.342,0.299,1,A031162
0.533,0.35,0.298,1,A056915
0.533,0.355,0.299,1,A018850
0.533,0.356,0.325,1,A020272
0.533,0.406,0.358,1,A026059
0.533,0.412,0.371,1,A015942
0.533,0.483,0.613,1,A056170
0.533,0.768,0.648,1,A037035
0.533,0.875,0.701,1,A007015
0.534,0.0,0.0,1,A046840
0.534,0.08,0.085,1,A031118
0.534,0.13,0.163,1,A055073
0.534,0.238,0.215,1,A023334
0.534,0.308,0.284,1,A048236
0.534,0.336,0.302,1,A020154
0.534,0.338,0.292,1,A020209
0.534,0.351,0.295,3,A025475|A053198|A053607
0.534,0.362,0.31,1,A057602
0.534,0.367,0.311,1,A050217
0.534,0.369,0.311,1,A014441
0.534,0.371,0.309,1,A020138
0.534,0.377,0.304,1,A027864
0.534,0.382,0.338,1,A004008
0.534,0.406,0.361,1,A029001
0.534,0.631,0.619,1,A018518
0.534,0.67,0.605,1,A032778
0.534,0.755,0.681,1,A058237
0.535,0.065,0.054,1,A028885
0.535,0.065,0.057,1,A038902
0.535,0.295,0.283,1,A049814
0.535,0.364,0.309,1,A020136
0.535,0.367,0.309,1,A036898
0.535,0.367,0.312,1,A006970
0.535,0.381,0.299,1,A053626
0.535,0.424,0.361,1,A020322
0.535,0.451,0.415,1,A046656
0.535,0.581,0.37,1,A032817
0.535,0.7,0.634,1,A001771
0.535,0.73,0.667,1,A018593
0.535,0.784,0.652,1,A059127
0.536,0.049,0.063,1,A043102
0.536,0.102,0.149,1,A004681
0.536,0.159,0.096,1,A024571
0.536,0.168,0.101,1,A024570
0.536,0.168,0.257,1,A021365
0.536,0.313,0.296,1,A051706
0.536,0.342,0.335,1,A004136
0.536,0.344,0.291,1,A027862
0.536,0.352,0.319,1,A007077
0.536,0.353,0.3,6,A005722|A008837|A014303|A023523|A036690|A049001
0.536,0.354,0.3,1,A001275
0.536,0.354,0.324,1,A005521
0.536,0.363,0.309,1,A020149
0.536,0.381,0.336,1,A000233
0.536,0.46,0.391,1,A026903
0.536,0.645,0.696,1,A056693
0.536,0.8,0.769,1,A010138
0.536,0.831,0.67,1,A014974
0.536,0.842,0.672,1,A057767
0.537,0.058,0.042,1,A003376
0.537,0.08,0.194,1,A011437
0.537,0.339,0.307,1,A054060
0.537,0.342,0.307,1,A025216
0.537,0.346,0.292,1,A028871
0.537,0.353,0.296,1,A046281
0.537,0.353,0.3,2,A030005|A030007
0.537,0.366,0.313,1,A020171
0.537,0.368,0.403,1,A055440
0.537,0.382,0.321,1,A033637
0.537,0.457,0.421,1,A033752
0.537,0.546,0.511,1,A018438
0.537,0.55,0.484,1,A008940
0.537,0.664,0.634,1,A028409
0.537,0.843,0.672,1,A038830
0.538,0.007,0.007,1,A001614
0.538,0.025,0.041,1,A006753
0.538,0.142,0.097,1,A039251
0.538,0.213,0.198,1,A004879
0.538,0.314,0.281,1,A020152
0.538,0.329,0.441,1,A018761
0.538,0.331,0.304,1,A043549
0.538,0.349,0.292,1,A007635
0.538,0.352,0.3,1,A030006
0.538,0.353,0.3,1,A029938
0.538,0.379,0.315,1,A020189
0.538,0.403,0.359,1,A029008
0.538,0.456,0.332,1,A039438
0.538,0.649,0.69,2,A006834|A010126
0.538,0.671,0.582,1,A048997
0.538,0.7,0.585,1,A058394
0.538,0.742,0.643,1,A037271
0.538,0.782,0.703,1,A004049
0.539,0.08,0.097,1,A028957
0.539,0.183,0.34,1,A006203
0.539,0.345,0.29,2,A048988|A059055
0.539,0.349,0.3,1,A020219
0.539,0.362,0.335,1,A020312
0.539,0.451,0.468,1,A049252
0.539,0.47,0.431,1,A053215
0.539,0.475,0.472,1,A029720
0.539,0.494,0.403,1,A043748
0.539,0.596,0.501,1,A013945
0.539,0.618,0.527,1,A032541
0.539,0.671,0.63,1,A030327
0.54,0.053,0.053,1,A038933
0.54,0.071,0.101,1,A028955
0.54,0.071,0.184,1,A021247
0.54,0.094,0.174,1,A045236
0.54,0.115,0.207,1,A019822
0.54,0.324,0.318,1,A056837
0.54,0.336,0.31,1,A020258
0.54,0.34,0.284,1,A002407
0.54,0.34,0.288,1,A028877
0.54,0.351,0.296,2,A007708|A007686
0.54,0.352,0.3,1,A024700
0.54,0.361,0.317,1,A003370
0.54,0.367,0.309,1,A047713
0.54,0.394,0.356,1,A051941
0.54,0.407,0.396,1,A033069
0.54,0.457,0.421,1,A033799
0.54,0.483,0.313,1,A032912
0.54,0.535,0.524,1,A046810
0.54,0.584,0.594,1,A018775
0.54,0.589,0.504,1,A051537
0.54,0.594,0.519,1,A053329
0.54,0.622,0.524,1,A015236
0.54,0.625,0.49,1,A053328
0.54,0.628,0.548,1,A048138
0.54,0.848,0.702,1,A009205
0.541,0.042,0.05,1,A038987
0.541,0.186,0.116,1,A048726
0.541,0.245,0.187,1,A035422
0.541,0.324,0.301,1,A009571
0.541,0.341,0.287,1,A002383
0.541,0.348,0.292,1,A053810
0.541,0.364,0.307,1,A020137
0.541,0.394,0.322,1,A050769
0.541,0.401,0.357,1,A029033
0.541,0.472,0.427,1,A001767
0.541,0.646,0.644,1,A055545
0.541,0.685,0.64,1,A040479
0.541,0.705,0.623,1,A057646
0.542,0.156,0.105,1,A039055
0.542,0.208,0.19,1,A055003
0.542,0.279,0.274,1,A052236
0.542,0.295,0.25,1,A033632
0.542,0.304,0.278,1,A023559
0.542,0.33,0.305,1,A020299
0.542,0.359,0.307,1,A020215
0.542,0.361,0.313,1,A020174
0.542,0.366,0.379,1,A015047
0.542,0.382,0.316,1,A020222
0.542,0.472,0.427,2,A000056|A001766
0.542,0.621,0.63,1,A007293
0.542,0.703,0.582,1,A025490
0.542,0.758,0.766,1,A040423
0.542,0.786,0.641,1,A054876
0.543,0.061,0.054,1,A027697
0.543,0.072,0.125,1,A055037
0.543,0.091,0.215,1,A021315
0.543,0.134,0.179,1,A032753
0.543,0.322,0.302,1,A058322
0.543,0.328,0.308,1,A043550
0.543,0.342,0.291,1,A028883
0.543,0.344,0.29,1,A015713
0.543,0.347,0.294,1,A037165
0.543,0.354,0.298,1,A002496
0.543,0.354,0.299,1,A054964
0.543,0.36,0.308,1,A007641
0.543,0.37,0.319,1,A020181
0.543,0.37,0.325,1,A020217
0.543,0.386,0.343,1,A020261
0.543,0.393,0.328,1,A038557
0.543,0.401,0.356,1,A026058
0.543,0.402,0.354,1,A029010
0.543,0.872,0.691,1,A007429
0.544,0.038,0.087,1,A043661
0.544,0.051,0.041,1,A038927
0.544,0.063,0.057,1,A019342
0.544,0.071,0.058,1,A031407
0.544,0.194,0.172,1,A033094
0.544,0.312,0.286,1,A011881
0.544,0.334,0.281,1,A002645
0.544,0.347,0.295,1,A048628
0.544,0.35,0.394,1,A055442
0.544,0.351,0.315,1,A024536
0.544,0.365,0.3,1,A053845
0.544,0.407,0.358,1,A029137
0.544,0.52,0.496,1,A028578
0.544,0.581,0.548,1,A018631
0.544,0.765,0.622,1,A034715
0.544,0.852,0.681,1,A053322
0.545,0.052,0.046,1,A049544
0.545,0.247,0.129,1,A037378
0.545,0.254,0.18,1,A045143
0.545,0.306,0.437,1,A032756
0.545,0.307,0.283,1,A048230
0.545,0.351,0.299,1,A013918
0.545,0.399,0.352,1,A029041
0.545,0.407,0.349,1,A020239
0.545,0.412,0.4,1,A008447
0.545,0.432,0.351,1,A020246
0.545,0.499,0.479,1,A018498
0.545,0.536,0.453,1,A050959
0.545,0.578,0.631,1,A053085
0.545,0.651,0.591,1,A048977
0.545,0.685,0.52,1,A056661
0.545,0.781,0.478,1,A043592
0.545,0.825,0.666,1,A028975
0.545,0.95,0.792,1,A043035
0.546,0.157,0.137,1,A036957
0.546,0.209,0.31,1,A051986
0.546,0.24,0.199,1,A035421
0.546,0.314,0.286,1,A011874
0.546,0.337,0.452,1,A029523
0.546,0.346,0.293,1,A036907
0.546,0.349,0.323,1,A029888
0.546,0.397,0.355,1,A029034
0.546,0.4,0.356,1,A029012
0.546,0.402,0.342,1,A020252
0.546,0.408,0.337,1,A020245
0.546,0.412,0.381,1,A048314
0.546,0.662,0.642,1,A052052
0.546,0.697,0.612,1,A057871
0.546,0.815,0.664,1,A046886
0.547,0.014,0.013,1,A026433
0.547,0.059,0.055,1,A002970
0.547,0.338,0.284,1,A049423
0.547,0.343,0.289,1,A056798
0.547,0.349,0.294,1,A050265
0.547,0.368,0.327,1,A057097
0.547,0.399,0.338,1,A006962
0.547,0.401,0.352,1,A029005
0.547,0.426,0.426,1,A048302
0.547,0.498,0.551,1,A001216
0.547,0.618,0.518,1,A059321
0.547,0.629,0.521,2,A053191|A057789
0.547,0.708,0.658,1,A018575
0.547,0.76,0.625,1,A030777
0.547,0.843,0.697,1,A048685
0.548,0.042,0.097,1,A051810
0.548,0.149,0.134,1,A023270
0.548,0.264,0.247,1,A004878
0.548,0.281,0.226,1,A009331
0.548,0.343,0.289,1,A002648
0.548,0.361,0.338,1,A024377
0.548,0.377,0.325,1,A020183
0.548,0.418,0.38,1,A025423
0.548,0.56,0.55,1,A049251
0.548,0.609,0.579,1,A018594
0.548,0.625,0.516,1,A053818
0.548,0.726,0.655,1,A003636
0.548,0.753,0.763,1,A040509
0.548,0.838,0.667,1,A038831
0.548,0.839,0.675,1,A033733
0.548,0.849,0.751,1,A023647
0.549,0.142,0.093,1,A039250
0.549,0.198,0.17,1,A015819
0.549,0.221,0.201,1,A007885
0.549,0.299,0.389,1,A051976
0.549,0.338,0.284,1,A002382
0.549,0.346,0.323,1,A024932
0.549,0.365,0.324,1,A020162
0.549,0.369,0.305,1,A032990
0.549,0.384,0.336,1,A020269
0.549,0.39,0.35,1,A025102
0.549,0.473,0.533,2,A001116|A028925
0.549,0.517,0.553,1,A048383
0.549,0.572,0.541,1,A018756
0.549,0.65,0.624,1,A003459
0.549,0.784,0.642,1,A018882
0.55,0.014,0.014,1,A026431
0.55,0.03,0.036,1,A032727
0.55,0.112,0.084,1,A045493
0.55,0.291,0.349,1,A048171
0.55,0.324,0.291,1,A038552
0.55,0.354,0.298,1,A056905
0.55,0.354,0.314,1,A020220
0.55,0.359,0.292,1,A020208
0.55,0.398,0.353,1,A029013
0.55,0.68,0.657,1,A058037
0.55,0.72,0.583,1,A003503
0.55,0.864,0.797,1,A033478
0.551,0.041,0.084,1,A043159
0.551,0.182,0.219,1,A023182
0.551,0.277,0.279,1,A032941
0.551,0.311,0.281,1,A011876
0.551,0.327,0.305,1,A043551
0.551,0.342,0.286,1,A002650
0.551,0.37,0.311,1,A055713
0.551,0.387,0.422,1,A046469
0.551,0.395,0.349,1,A029067
0.552,0.037,0.028,1,A006601
0.552,0.064,0.051,1,A036176
0.552,0.066,0.102,1,A038591
0.552,0.192,0.204,1,A036604
0.552,0.32,0.284,1,A020212
0.552,0.335,0.282,1,A054755
0.552,0.341,0.289,1,A034955
0.552,0.356,0.328,1,A025077
0.552,0.386,0.353,1,A023648
0.552,0.44,0.239,1,A039608
0.552,0.614,0.565,1,A003858
0.552,0.68,0.606,1,A049280
0.552,0.697,0.601,1,A030691
0.552,0.982,0.893,1,A009174
0.553,0.059,0.052,1,A051100
0.553,0.115,0.211,1,A021185
0.553,0.26,0.262,1,A029457
0.553,0.288,0.309,1,A014859
0.553,0.34,0.287,1,A028689
0.553,0.341,0.287,2,A053683|A058075
0.553,0.343,0.291,1,A023515
0.553,0.347,0.29,1,A057604
0.553,0.364,0.31,1,A000864
0.553,0.368,0.329,1,A030752
0.553,0.661,0.555,1,A018634
0.553,0.748,0.761,1,A040603
0.553,0.82,0.659,1,A020733
0.553,0.826,0.662,1,A053324
0.553,0.915,0.713,1,A053580
0.553,0.927,0.75,1,A007320
0.554,0.154,0.177,1,A044890
0.554,0.313,0.282,1,A011868
0.554,0.316,0.3,1,A050187
0.554,0.34,0.286,7,A001248|A006094|A034953|A036689|A037166|A050482|A054270
0.554,0.371,0.333,1,A038771
0.554,0.374,0.403,1,A018442
0.554,0.392,0.348,1,A029078
0.554,0.393,0.356,1,A029045
0.554,0.394,0.35,1,A029040
0.554,0.403,0.352,1,A029144
0.554,0.408,0.332,1,A031173
0.554,0.526,0.332,1,A045000
0.554,0.562,0.566,1,A028599
0.554,0.564,0.462,2,A022997|A033931
0.554,0.567,0.6,1,A018487
0.554,0.787,0.676,1,A058991
0.555,0.0,0.001,1,A054353
0.555,0.006,0.007,1,A002035
0.555,0.3,0.27,1,A049812
0.555,0.311,0.282,1,A011877
0.555,0.312,0.279,1,A011882
0.555,0.316,0.299,1,A049715
0.555,0.34,0.286,2,A014302|A024702
0.555,0.352,0.294,1,A005846
0.555,0.353,0.299,1,A020141
0.555,0.394,0.349,1,A029071
0.555,0.452,0.571,1,A035154
0.555,0.469,0.436,1,A038775
0.555,0.48,0.447,1,A050978
0.555,0.5,0.599,1,A035178
0.555,0.518,0.452,1,A038840
0.555,0.624,0.65,1,A035212
0.555,0.668,0.71,1,A043282
0.556,0.028,0.035,1,A037030
0.556,0.041,0.075,1,A050018
0.556,0.108,0.096,1,A034027
0.556,0.213,0.17,1,A031640
0.556,0.311,0.276,1,A011885
0.556,0.311,0.28,1,A011875
0.556,0.328,0.324,1,A003022
0.556,0.344,0.288,1,A055927
0.556,0.353,0.292,1,A020173
0.556,0.381,0.311,1,A020170
0.556,0.389,0.362,1,A024588
0.556,0.391,0.443,1,A005311
0.556,0.395,0.36,1,A056964
0.556,0.503,0.634,1,A025519
0.556,0.546,0.478,1,A053650
0.556,0.604,0.566,1,A002291
0.557,0.171,0.213,1,A034277
0.557,0.269,0.308,1,A004118
0.557,0.307,0.299,1,A007697
0.557,0.312,0.281,1,A011872
0.557,0.316,0.298,1,A033584
0.557,0.318,0.29,1,A049833
0.557,0.337,0.286,1,A002649
0.557,0.345,0.291,1,A049198
0.557,0.372,0.312,1,A005937
0.557,0.395,0.352,1,A029004
0.557,0.395,0.356,1,A029009
0.557,0.465,0.5,1,A018617
0.557,0.55,0.472,1,A023185
0.557,0.6,0.529,1,A014405
0.557,0.643,0.557,1,A059616
0.557,0.745,0.759,1,A040705
0.557,0.783,0.645,1,A018880
0.557,0.835,0.663,1,A038832
0.557,0.847,0.678,1,A033747
0.558,0.003,0.003,1,A013936
0.558,0.056,0.094,1,A035256
0.558,0.066,0.052,1,A040123
0.558,0.089,0.199,1,A021402
0.558,0.093,0.11,1,A051410
0.558,0.155,0.225,1,A021171
0.558,0.171,0.166,1,A055529
0.558,0.186,0.128,1,A023710
0.558,0.201,0.267,1,A021471
0.558,0.267,0.247,1,A033098
0.558,0.312,0.281,1,A011870
0.558,0.337,0.285,1,A034954
0.558,0.34,0.288,1,A050268
0.558,0.395,0.348,1,A029015
0.558,0.403,0.37,1,A029138
0.558,0.43,0.269,1,A039588
0.558,0.435,0.21,1,A037425
0.558,0.586,0.541,1,A058226
0.558,0.643,0.548,1,A051668
0.559,0.313,0.282,1,A011860
0.559,0.33,0.277,1,A055940
0.559,0.331,0.306,1,A043552
0.559,0.337,0.283,1,A048630
0.559,0.34,0.318,1,A050437
0.559,0.35,0.296,1,A048059
0.559,0.351,0.323,1,A049845
0.559,0.356,0.312,1,A026104
0.559,0.524,0.418,1,A043756
0.559,0.582,0.535,1,A018718
0.559,0.654,0.616,1,A033899
0.559,0.849,0.676,1,A053331
0.56,0.008,0.008,1,A045554
0.56,0.219,0.315,1,A021642
0.56,0.286,0.285,1,A026341
0.56,0.322,0.293,1,A023661
0.56,0.334,0.305,1,A020186
0.56,0.342,0.29,1,A027755
0.56,0.347,0.316,1,A024452
0.56,0.37,0.312,1,A048950
0.56,0.374,0.311,1,A005110
0.56,0.414,0.406,1,A005857
0.56,0.533,0.512,1,A018425
0.56,0.553,0.524,1,A018589
0.56,0.686,0.569,1,A003171
0.56,0.71,0.591,1,A003679
0.56,0.741,0.757,1,A040815
0.561,0.076,0.1,1,A028927
0.561,0.106,0.134,1,A030553
0.561,0.111,0.205,1,A019845
0.561,0.131,0.139,1,A031950
0.561,0.14,0.197,1,A031345
0.561,0.308,0.277,1,A046966
0.561,0.308,0.28,1,A024808
0.561,0.311,0.281,1,A011871
0.561,0.313,0.281,1,A011862
0.561,0.317,0.285,1,A049983
0.561,0.338,0.287,1,A002327
0.561,0.342,0.293,1,A020153
0.561,0.351,0.295,1,A028886
0.561,0.363,0.315,1,A005471
0.561,0.39,0.344,1,A029072
0.561,0.394,0.465,1,A018360
0.561,0.518,0.505,1,A018731
0.561,0.573,0.522,1,A030069
0.561,0.601,0.529,1,A049992
0.561,0.616,0.604,1,A018430
0.561,0.839,0.8,1,A039936
0.561,0.851,0.689,1,A031883
0.561,0.89,0.814,1,A010202
0.562,0.084,0.06,1,A039052
0.562,0.09,0.073,1,A044440
0.562,0.198,0.182,1,A005377
0.562,0.2,0.156,1,A004745
0.562,0.269,0.145,1,A037466
0.562,0.298,0.277,1,A049813
0.562,0.328,0.276,1,A046680
0.562,0.33,0.278,1,A046678
0.562,0.331,0.281,1,A002646
0.562,0.331,0.305,1,A054059
0.562,0.332,0.291,1,A057976
0.562,0.378,0.346,1,A028247
0.562,0.389,0.347,1,A029066
0.562,0.39,0.346,1,A029049
0.562,0.391,0.346,1,A026062
0.562,0.391,0.348,1,A029036
0.562,0.498,0.5,1,A039774
0.562,0.625,0.537,1,A018779
0.562,0.626,0.543,1,A056759
0.562,0.81,0.694,1,A050109
0.563,0.324,0.296,1,A048216
0.563,0.325,0.278,1,A014822
0.563,0.33,0.278,1,A001102
0.563,0.333,0.281,1,A007996
0.563,0.371,0.381,1,A007927
0.563,0.417,0.209,1,A032846
0.563,0.44,0.533,1,A048780
0.563,0.492,0.402,1,A055722
0.563,0.533,0.583,3,A000643|A013588|A051236
0.563,0.539,0.509,1,A018565
0.563,0.594,0.501,1,A053330
0.563,0.645,0.529,1,A051967
0.563,0.68,0.644,1,A007884
0.563,0.739,0.756,1,A040933
0.563,0.793,0.714,1,A010124
0.564,0.012,0.014,1,A036210
0.564,0.054,0.05,1,A051092
0.564,0.2,0.157,1,A052499
0.564,0.219,0.282,1,A002267
0.564,0.306,0.248,1,A049525
0.564,0.314,0.292,1,A005911
0.564,0.315,0.303,1,A017558
0.564,0.318,0.269,1,A030722
0.564,0.331,0.28,1,A028874
0.564,0.332,0.28,1,A037048
0.564,0.339,0.307,1,A039677
0.564,0.382,0.339,1,A029107
0.564,0.388,0.345,1,A029050
0.564,0.418,0.497,1,A036272
0.564,0.59,0.596,1,A018613
0.564,0.6,0.323,1,A037427
0.564,0.605,0.602,1,A018554
0.564,0.615,0.61,1,A018499
0.564,0.651,0.608,1,A052080
0.564,0.686,0.56,1,A031335
0.564,0.688,0.652,1,A010188
0.565,0.119,0.136,1,A049844
0.565,0.313,0.288,1,A053456
0.565,0.314,0.303,1,A017426
0.565,0.322,0.278,1,A002442
0.565,0.323,0.294,1,A020148
0.565,0.338,0.306,1,A049815
0.565,0.352,0.3,1,A050801
0.565,0.389,0.352,1,A029046
0.565,0.39,0.347,1,A029020
0.565,0.391,0.348,1,A029018
0.565,0.461,0.28,1,A043379
0.565,0.496,0.483,1,A037209
0.565,0.764,0.614,1,A033882
0.565,0.852,0.725,1,A006035
0.566,0.087,0.174,1,A010461
0.566,0.312,0.284,1,A053457
0.566,0.33,0.278,2,A014284|A036439
0.566,0.332,0.279,1,A036896
0.566,0.334,0.285,1,A027867
0.566,0.355,0.293,1,A020218
0.566,0.657,0.639,1,A018536
0.566,0.676,0.463,1,A029951
0.567,0.04,0.333,1,A011520
0.567,0.054,0.083,1,A034037
0.567,0.072,0.181,1,A011229
0.567,0.256,0.336,1,A021838
0.567,0.308,0.256,1,A048325
0.567,0.308,0.287,1,A025116
0.567,0.312,0.286,1,A053458
0.567,0.314,0.293,1,A049740
0.567,0.314,0.303,1,A017570
0.567,0.318,0.338,1,A008363
0.567,0.33,0.402,1,A038343
0.567,0.336,0.281,1,A055008
0.567,0.367,0.318,1,A020177
0.567,0.388,0.347,1,A029042
0.567,0.408,0.345,1,A020286
0.567,0.544,0.445,1,A030574
0.567,0.589,0.488,1,A001103
0.567,0.625,0.598,1,A050938
0.567,0.699,0.606,1,A019276
0.567,0.758,0.612,1,A054265
0.568,0.001,0.002,1,A054895
0.568,0.053,0.041,1,A019350
0.568,0.057,0.101,1,A031101
0.568,0.084,0.155,1,A032674
0.568,0.184,0.246,1,A054245
0.568,0.275,0.496,1,A037188
0.568,0.311,0.286,1,A033438
0.568,0.312,0.288,1,A005905
0.568,0.319,0.291,1,A023666
0.568,0.32,0.293,1,A048221
0.568,0.329,0.278,1,A051336
0.568,0.356,0.228,1,A051264
0.568,0.368,0.337,1,A029132
0.568,0.379,0.341,1,A029111
0.568,0.382,0.339,1,A029092
0.568,0.383,0.34,1,A029093
0.568,0.478,0.43,1,A033783
0.568,0.483,0.418,1,A024937
0.568,0.493,0.462,1,A046085
0.568,0.494,0.395,1,A020287
0.568,0.669,0.555,1,A049089
0.568,0.685,0.567,1,A054758
0.568,0.767,0.616,1,A053049
0.568,0.768,0.458,1,A008319
0.568,0.773,0.696,1,A053363
0.568,0.862,0.685,1,A023153
0.569,0.224,0.197,1,A034289
0.569,0.294,0.364,1,A001225
0.569,0.313,0.29,1,A049486
0.569,0.335,0.295,1,A020203
0.569,0.337,0.283,1,A002381
0.569,0.381,0.317,1,A020257
0.569,0.444,0.279,1,A045248
0.569,0.537,0.557,1,A019436
0.569,0.697,0.674,1,A035479
0.57,0.046,0.046,1,A042969
0.57,0.127,0.141,1,A051205
0.57,0.165,0.283,1,A023104
0.57,0.312,0.286,1,A032526
0.57,0.312,0.287,1,A005919
0.57,0.319,0.29,1,A023669
0.57,0.327,0.276,1,A038361
0.57,0.328,0.276,1,A011756
0.57,0.354,0.304,1,A020161
0.57,0.378,0.32,1,A020185
0.57,0.379,0.338,1,A029108
0.57,0.48,0.432,1,A033736
0.57,0.537,0.534,1,A018659
0.57,0.71,0.557,1,A056901
0.57,0.89,0.737,1,A053249
0.571,0.025,0.136,1,A021099
0.571,0.107,0.093,1,A026479
0.571,0.225,0.298,1,A021752
0.571,0.309,0.28,1,A024801
0.571,0.311,0.286,1,A033582
0.571,0.313,0.263,1,A050934
0.571,0.343,0.313,1,A024534
0.571,0.375,0.334,1,A029118
0.571,0.38,0.341,1,A029096
0.571,0.545,0.557,1,A050953
0.571,0.569,0.534,1,A020604
0.572,0.01,0.014,1,A002036
0.572,0.083,0.088,1,A051244
0.572,0.181,0.323,1,A030604
0.572,0.309,0.266,1,A023869
0.572,0.311,0.285,2,A033598|A057310
0.572,0.312,0.302,1,A017582
0.572,0.336,0.284,1,A033680
0.572,0.351,0.303,1,A056899
0.572,0.386,0.422,1,A020495
0.572,0.421,0.359,1,A020283
0.572,0.453,0.452,1,A005854
0.572,0.589,0.69,1,A010363
0.572,0.59,0.546,1,A002290
0.572,0.6,0.487,1,A033087
0.572,0.688,0.626,1,A029540
0.572,0.786,0.626,1,A032448
0.573,0.02,0.024,1,A023701
0.573,0.12,0.136,1,A032686
